"id","TotalTime","RecipeCategory","Calories","FatContent","ConcentratedFatContent","CholesterolContent","SodiumContent","CarbohydratesContent","FiberContent","SugarContent","ProteinContent","name","ingredients","steps","tags","disease"
"7794","PT1H15M","Breakfast","78.6","6.9","2.1","7.3","516.3","1","0.2","0.2","3.4","Parmesan Hash Brown Cups","['simply potatoes%26reg%3b shredded hash browns', 'green onions', 'parmesan cheese', 'kosher salt', 'black pepper', 'olive oil']","['Preheat oven to 350 degrees. Coat 12 muffin tins with cooking spray; set aside. In large bowl, combine potatoes, onions, cheese, salt, and pepper. Toss lightly with a fork. Drizzle on olive oil. Toss with fork again until mixture is well combined. Spoon mixture evenly into 12 muffin cups. With the back of the spoon, apply gentle pressure to pack mixture into each cup. Bake for 60-75 minutes in lower third of oven. Let rest for 5 minutes, run a small knife or spatula around the edge of each cup, making sure the edges are loosened. Gently lift each potato cup out, invert it, place on serving plate bottom side up. Good served warm or room temperature.', 'MAKE AHEAD FOR COOKING LATER: Combine mixture, spoon it into muffin tins, cover with plastic wrap, and refrigerate until ready to bake. Remove from fridge 30 minutes before baking time. May be made the night before to cook and serve for breakfast the next day.', 'MAKE AND COOK AHEAD FOR REHEATING LATER: These are best when eaten freshly baked. However, they can be baked ahead of time, refrigerated or frozen, and reheated before serving. They lose some of their crispiness when reheated, but the texture and taste is still good.', 'FOR BITE-SIZE TATER TOTS - make them in mini muffin pans.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'low-protein', 'very-low-carbs', 'breakfast', 'potatoes', 'vegetables', 'dietary', 'low-cholesterol', 'low-calorie', 'low-carb', 'low-in-something', 'onions', 'brunch', '4-hours-or-less']","3"
"7818","PT45M","Breakfast","613.7","40","14.6","245.6","2063.6","38.1","1.2","4.4","24.7","Biscuits &amp; Gravy Breakfast Casserole","['biscuit dough', 'eggs', 'gravy mix', 'sausage', 'cheese', 'milk', 'salt and pepper']","['Preheat oven to 350°F  Take a 13 x 9 pan and spray with cooking spray (or smear with butter).  Cut biscuit dough into 1"" pieces and place evenly in the bottom of the pan.', 'Brown the sausage and drain.  Scatter the browned sausage over the biscuit pieces, then top with shredded cheese.', 'Whisk the eggs and milk with a pinch of salt and pepper, then pour over the pan.', 'Make gravy according to instructions on package and pour over the pan.  Bake for 30 - 45 minutes, depending on how hot your oven runs.', ""Cut and serve. It's delicious warm right out of the oven!""]","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'breakfast', 'eggs-dairy', 'meat', 'easy', 'cheese', 'eggs', 'comfort-food', 'meat', 'meat-sausage', 'brunch', 'taste-mood']","2"
"7845","PT20M","Breakfast","162.5","12","5.5","267.5","414.6","1.7","0.3","0.8","11.4","Doctored-Up Scrambled Eggs","['eggs', 'milk', 'tomatoes', 'green bell pepper', 'parsley', 'salt', 'pepper', 'butter', 'ham']","['Combine everything but the butter and ham. Stir, and mix well; set aside.', 'Melt the butter in a large skillet over medium heat.  Add the ham, and cook for 2 minutes, stirring constantly.', 'Add the egg mixture to the skillet.  Cook, without stirring, until the egg mixture begins to set on the bottom.  Draw a spatula across the bottom of the pan to form large curds. Continue cooking until the eggs are firm, but still moist (do not stir constantly).', 'Serve immediately.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'american', 'easy', 'eggs', 'stove-top', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'equipment', 'presentation', 'served-hot']","2"
"7975","PT50M","Breakfast","569","40.5","15.5","179","664.7","34.5","1.1","3.8","16.8","Panera Bread's Spinach Artichoke Baked Egg Souffle ByTodd Wilbur","['frozen spinach', 'artichoke hearts', 'onions', 'red bell pepper', 'eggs', 'milk', 'heavy cream', 'shredded cheddar cheese', 'monterey jack cheese', 'parmesan cheese', 'salt', 'pillsbury refrigerated crescent dinner rolls', 'butter', 'asiago cheese']","['Preheat oven to 375 degrees F.', 'Combine spinach, artichoke hearts, onion, and red bell pepper in a small bowl. Add 2 tablespoons of water, cover bowl with plastic wrap and poke a few holes in the plastic. Microwave on high for 3 minutes.', 'Beat 4 eggs. Mix in milk, cream, cheddar cheese, Jack cheese, Parmesan, and salt. Stir in spinach, artichoke, onion, and bell pepper.', ""Microwave egg mixture for 30 seconds on high, and then stir it. Do this 4 to 5 more times or until you have a very runny scrambled egg mixture. This process will tighten up the eggs enough so that the dough won't sink into the eggs when it's folded over."", ""Unroll and separate the crescent dough into four rectangles. In other words, don't tear the dough along the perforations that make triangles. Instead, pinch the dough together along those diagonal perforations so that you have four rectangles. Use some flour on the dough and roll across the width of the rectangle with a rolling pin so that each piece of dough stretches out into a square that is approximately 6 inches by 6 inches."", 'Brush melted butter inside four 4-inch baking dishes or ramekins. Line each ramekin with the dough, then spoon equal amounts of egg mixture into each ramekin. Sprinkle 1 tablespoon of asiago cheese on top of the egg mixture in each ramekin, and then gently fold the dough over the mixture.', 'Beat the last egg in a small bowl, then brush beaten egg over the top of the dough in each ramekin.', 'Bake for 25 to 30 minutes or until dough is brown. Remove from oven and cool for 5 minutes, then carefully remove the soufflés from each ramekin and serve hot.', '*Serves 4.', 'Tidbits: You can make the spinach and bacon version of this dish by substituting 4 pieces of cooked and crumbled bacon for the artichoke hearts. Simply leave the artichoke out of the recipe above, and then add the bacon to the egg mixture before you microwave it.', ""If you'd like to make bigger souffles, double up on all the filling ingredients, and bake the souffles in 6-inch ramekins. You will also have to extend the baking time by 5 minutes."", 'Originally from:  http://abcnews.go.com/GMA/Recipes/story?id=4310959&amp;page=1.']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'breakfast', 'brunch']","2"
"8030","PT10M","Breakfast","248","9.9","3.3","372","143.2","27.7","3.1","14.8","13.8","2 Ingredients (Eggs &amp; Banana) Pancakes","['eggs', 'banana', 'cooking spray']","['Mash ripe banana well, add in whisk eggs.', 'Warm non stick or cast iron pan to medium, spray with oil.  Cook silver dollar size pancakes 30 seconds on each side and serve.', '(We use a small amount of maple syrup or agave on our pancakes).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'fruit', 'easy', 'beginner-cook', 'dietary', 'low-sodium', 'gluten-free', 'low-calorie', 'free-of-something', 'low-in-something', 'number-of-servings', '3-steps-or-less']","2"
"8062","PT30M","Breakfast","369","12.7","6.5","121.5","897.2","52.2","6.4","3.5","15.1","Pancakes (With No Baking Powder)","['wheat flour', 'baking soda', 'salt', 'sugar', 'eggs', 'milk', 'vanilla extract', 'butter']","['Stir together flour, soda, salt, and sugar.', 'In separate bowl, beat eggs until light, add milk, vanilla extract, then gradually add to flour mixture.', 'Beat until smooth.', 'Add melted butter.', 'Heat and grease griddle.', 'Pour enough batter for 5"" diameter cake.', 'Cook until brown underneath then, turn and brown other side.']","['30-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'north-american', 'pancakes-and-waffles', 'breakfast', 'american', 'dietary', 'inexpensive', 'from-scratch']","1"
"8247","PT30M","Breakfast","101","2.5","1.3","28.3","402.1","16","0.4","3.9","3.4","Recipe: Homemade Buttermilk Pancakes","['all-purpose flour', 'baking powder', 'baking soda', 'granulated sugar', 'kosher salt', 'buttermilk', 'butter', 'eggs', 'vanilla extract']","['Whisk together the flour, baking powder, baking soda, sugar and salt; set aside. Combine 1 cup of the buttermilk with 2 tablespoons of melted butter and the eggs. Add the buttermilk mixture to the flour mixture. Gently combine, adding vanilla extract and additional buttermilk as needed. Mixture should be fairly thick and lumpy, but pourable; avoid overmixing.', 'Heat a griddle or non-stick skillet over medium high heat, add additional butter, non-stick spray or cooking oil to the pan. Spoon 1/3 cup measure of batter onto pan leaving at least 1/2 inch between each. When pancakes begin to bubble up and edges appear to be dry, turn over to brown the other side. Repeat with remaining butter and batter. Serve immediately with additional butter, warmed syrup, a side of sausage and fruit. Skillet apples are excellent with these. Makes about 16 depending on the size you make them. Can halve recipe.', 'Buttermilk Substitute: Can substitute 3/4 cup of regular milk, but if you do, add 2 teaspoons of baking powder and eliminate the baking soda, or make a homemade buttermilk substitute using regular whole milk and vinegar. A buttermilk substitute will never take the place of real buttermilk, but it will work in a pinch.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'pancakes-and-waffles', 'breakfast', 'easy', 'dietary', '3-steps-or-less']","1"
"8310","PT30M","Breakfast","101","2.5","1.3","28.3","402.1","16","0.4","3.9","3.4","Recipe: Homemade Buttermilk Pancakes","['all-purpose flour', 'baking powder', 'baking soda', 'granulated sugar', 'kosher salt', 'buttermilk', 'butter', 'eggs', 'vanilla extract']","['Whisk together the flour, baking powder, baking soda, sugar and salt; set aside. Combine 1 cup of the buttermilk with 2 tablespoons of melted butter and the eggs. Add the buttermilk mixture to the flour mixture. Gently combine, adding vanilla extract and additional buttermilk as needed. Mixture should be fairly thick and lumpy, but pourable; avoid overmixing.', 'Heat a griddle or non-stick skillet over medium high heat, add additional butter, non-stick spray or cooking oil to the pan. Spoon 1/3 cup measure of batter onto pan leaving at least 1/2 inch between each. When pancakes begin to bubble up and edges appear to be dry, turn over to brown the other side. Repeat with remaining butter and batter. Serve immediately with additional butter, warmed syrup, a side of sausage and fruit. Skillet apples are excellent with these. Makes about 16 depending on the size you make them. Can halve recipe.', 'Buttermilk Substitute: Can substitute 3/4 cup of regular milk, but if you do, add 2 teaspoons of baking powder and eliminate the baking soda, or make a homemade buttermilk substitute using regular whole milk and vinegar. A buttermilk substitute will never take the place of real buttermilk, but it will work in a pinch.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'pancakes-and-waffles', 'breakfast', 'easy', 'dietary', '3-steps-or-less']","3"
"8334","PT30M","Breakfast","101","2.5","1.3","28.3","402.1","16","0.4","3.9","3.4","Recipe: Homemade Buttermilk Pancakes","['all-purpose flour', 'baking powder', 'baking soda', 'granulated sugar', 'kosher salt', 'buttermilk', 'butter', 'eggs', 'vanilla extract']","['Whisk together the flour, baking powder, baking soda, sugar and salt; set aside. Combine 1 cup of the buttermilk with 2 tablespoons of melted butter and the eggs. Add the buttermilk mixture to the flour mixture. Gently combine, adding vanilla extract and additional buttermilk as needed. Mixture should be fairly thick and lumpy, but pourable; avoid overmixing.', 'Heat a griddle or non-stick skillet over medium high heat, add additional butter, non-stick spray or cooking oil to the pan. Spoon 1/3 cup measure of batter onto pan leaving at least 1/2 inch between each. When pancakes begin to bubble up and edges appear to be dry, turn over to brown the other side. Repeat with remaining butter and batter. Serve immediately with additional butter, warmed syrup, a side of sausage and fruit. Skillet apples are excellent with these. Makes about 16 depending on the size you make them. Can halve recipe.', 'Buttermilk Substitute: Can substitute 3/4 cup of regular milk, but if you do, add 2 teaspoons of baking powder and eliminate the baking soda, or make a homemade buttermilk substitute using regular whole milk and vinegar. A buttermilk substitute will never take the place of real buttermilk, but it will work in a pinch.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'pancakes-and-waffles', 'breakfast', 'easy', 'dietary', '3-steps-or-less']","3"
"8335","PT30M","Breakfast","101","2.5","1.3","28.3","402.1","16","0.4","3.9","3.4","Recipe: Homemade Buttermilk Pancakes","['all-purpose flour', 'baking powder', 'baking soda', 'granulated sugar', 'kosher salt', 'buttermilk', 'butter', 'eggs', 'vanilla extract']","['Whisk together the flour, baking powder, baking soda, sugar and salt; set aside. Combine 1 cup of the buttermilk with 2 tablespoons of melted butter and the eggs. Add the buttermilk mixture to the flour mixture. Gently combine, adding vanilla extract and additional buttermilk as needed. Mixture should be fairly thick and lumpy, but pourable; avoid overmixing.', 'Heat a griddle or non-stick skillet over medium high heat, add additional butter, non-stick spray or cooking oil to the pan. Spoon 1/3 cup measure of batter onto pan leaving at least 1/2 inch between each. When pancakes begin to bubble up and edges appear to be dry, turn over to brown the other side. Repeat with remaining butter and batter. Serve immediately with additional butter, warmed syrup, a side of sausage and fruit. Skillet apples are excellent with these. Makes about 16 depending on the size you make them. Can halve recipe.', 'Buttermilk Substitute: Can substitute 3/4 cup of regular milk, but if you do, add 2 teaspoons of baking powder and eliminate the baking soda, or make a homemade buttermilk substitute using regular whole milk and vinegar. A buttermilk substitute will never take the place of real buttermilk, but it will work in a pinch.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'healthy', 'pancakes-and-waffles', 'breakfast', 'easy', 'dietary', '3-steps-or-less']","3"
"8501","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","1"
"8509","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","1"
"8517","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","1"
"8518","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","3"
"8519","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","2"
"8521","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","3"
"8522","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","3"
"8530","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","2"
"8536","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","3"
"8542","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","2"
"8552","PT25M","Breakfast","320.3","25.1","9.7","158.3","562.8","5.3","0.4","1.9","18.2","Charge Me up A1 Steak &amp; Egg Veggie Breakfast Wrap #A1","['a.1. original sauce', 'extra virgin olive oil', 'granulated garlic', 'thyme leaves', 'sirloin steaks', 'eggs', 'sea salt', 'red pepper flakes', 'butter', 'wraps', 'mayonnaise', 'fresh spinach leaves', 'cherry tomatoes', 'goat cheese']","['Combine 1/2  A.1. Sauce with olive oil, garlic and thyme leaves in a small mixing bowl.  Brush both sides of steak with sauce.', 'Heat up non-stick skillet to medium high heat.  Cook steak for 3-4 minutes on each side until desired doneness. Remove and rest for 5 minutes.  Slice  thin slices against the grain.', 'Meanwhile, whisk eggs in small mixing bowl.  Add salt and pepper flakes, mix well.  Meanwhile heat up non-stick skillet to medium heat, add butter. Scramble eggs to a minute or so until desired doneness.', 'Combine remaining A.1. sauce and mayonnaise in a small mixing bowl.', 'Place wraps on flat surface.  On the bottom 1/3 of wraps spread A.1. and mayonnaise mixture followed by spinach leaves, scrambled eggs, tomatoes, goat cheese and steak slices.  Fold in corners of wrap and roll like a burrito.  Wrap in plastic wrap or parchment paper until ready to serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'sauces', 'condiments-etc', 'a1-sauce']","3"
